rating,date,content,cleaned_content,month,season,tokens,review_length
1,2021-07-27,"배송이 엉망진창인지 원래 이런건지

캔이 위로 아래고 다 찌그러져 있음

위에만 찌그러졌으면 배송이 이상하다 생각할텐데

아래도 부풀어 있는거 보면 뭔가 이상함

한 5개 빼고는 다 저모양임",배송이 엉망진창인지 원래 이런건지 캔이 위로 아래고 다 찌그러져 있음 위에만 찌그러졌으면 배송이 이상하다 생각할텐데 아래도 부풀어 있는거 보면 뭔가 이상함 한 5개 빼고는 다 저모양임,7,Summer,배송이 엉망진창인지 원래 이런건지 캔이 위로 아래고 다 찌그러져 있음 위에만 찌그러졌으면 배송이 이상하다 생각할텐데 아래도 부풀어 있는거 보면 뭔가 이상함 한 5개 빼고는 다 저모양임,102
1,2021-07-20,뭐 이런 상품을 보내셨나요? 도대체 무슨 일이 있었길래 바닥이 다 찌그러져서 냉장고에 세워지지도 않고 심지어 콜라가 새기까지 했네요. 매번 인터넷으로 음료 시키는데 이런 경우는 처음이라 황당합니다.,뭐 이런 상품을 보내셨나요 도대체 무슨 일이 있었길래 바닥이 다 찌그러져서 냉장고에 세워지지도 않고 심지어 콜라가 새기까지 했네요 매번 인터넷으로 음료 시키는데 이런 경우는 처음이라 황당합니다,7,Summer,뭐 이런 상품을 보내셨나요 도대체 무슨 일이 있었길래 바닥이 다 찌그러져서 냉장고에 세워지지도 않고 심지어 콜라가 새기까지 했네요 매번 인터넷으로 음료 시키는데 이런 경우는 처음이라 황당합니다,107
5,2020-08-06,제로콜라는 신이내린 음료수입니다,제로콜라는 신이내린 음료수입니다,8,Summer,제로콜라는 신이내린 음료수입니다,17
5,2020-07-01,"조금씩 먹기에 딱 좋은 것 같아요.
많이 파세요.",조금씩 먹기에 딱 좋은 것 같아요 많이 파세요,7,Summer,조금씩 먹기에 딱 좋은 것 같아요 많이 파세요,25
3,2020-08-14,"포장도 없이 그냥 보내주셔서 캔이 절반이 찌그러져서 왔네요ㅠ
그것도 일주일만에 받았는데..
전화통화하니 바로 교환은 해주셨는데 그래도 박스포장없이 왔어요
포장은 좀 꼼꼼히 신경쓰셔야될듯합니다",포장도 없이 그냥 보내주셔서 캔이 절반이 찌그러져서 왔네요 그것도 일주일만에 받았는데 전화통화하니 바로 교환은 해주셨는데 그래도 박스포장없이 왔어요 포장은 좀 꼼꼼히 신경쓰셔야될듯합니다,8,Summer,포장도 없이 그냥 보내주셔서 캔이 절반이 찌그러져서 왔네요 그것도 일주일만에 받았는데 전화통화하니 바로 교환은 해주셨는데 그래도 박스포장없이 왔어요 포장은 좀 꼼꼼히 신경쓰셔야될듯합니다,103
1,2022-01-05,"날씨 때문에 터진건 이해합니다

부분환불해준다해서 내용보내니 무시하고
다시 문의하니 주문번호 다시 보내달라하고
다시 문의접수하니 취소신청하라하고
취소할래했더니 이미 기간지난건지 취소버튼 안보이고
이미 얼었다 녹아서 맛이 다변해서 그냥 버립니다..
취소받기 어려워서 그냥 기부했다 생각할게요..",날씨 때문에 터진건 이해합니다 부분환불해준다해서 내용보내니 무시하고 다시 문의하니 주문번호 다시 보내달라하고 다시 문의접수하니 취소신청하라하고 취소할래했더니 이미 기간지난건지 취소버튼 안보이고 이미 얼었다 녹아서 맛이 다변해서 그냥 버립니다 취소받기 어려워서 그냥 기부했다 생각할게요,1,Winter,날씨 때문에 터진건 이해합니다 부분환불해준다해서 내용보내니 무시하고 다시 문의하니 주문번호 다시 보내달라하고 다시 문의접수하니 취소신청하라하고 취소할래했더니 이미 기간지난건지 취소버튼 안보이고 이미 얼었다 녹아서 맛이 다변해서 그냥 버립니다 취소받기 어려워서 그냥 기부했다 생각할게요,158
5,2021-01-25,"좋아요, 편하게 잘 받았습니다",좋아요 편하게 잘 받았습니다,1,Winter,좋아요 편하게 잘 받았습니다,15
5,2020-12-12,작은 사이즈라 먹기 편해요,작은 사이즈라 먹기 편해요,12,Winter,작은 사이즈라 먹기 편해요,14
5,2021-06-12,"190ml라서 한번 따고 먹기 적당합니다.
캔이라는 특성상 한번 오픈하면 보관시 불편한데
물컵 하나정도 라서 다 마시는데 부담이 없네요.

유통기한도 길고, 제품도 파손없이 잘 받았습니다.",190ml라서 한번 따고 먹기 적당합니다 캔이라는 특성상 한번 오픈하면 보관시 불편한데 물컵 하나정도 라서 다 마시는데 부담이 없네요 유통기한도 길고 제품도 파손없이 잘 받았습니다,6,Summer,190ml라서 한번 따고 먹기 적당합니다 캔이라는 특성상 한번 오픈하면 보관시 불편한데 물컵 하나정도 라서 다 마시는데 부담이 없네요 유통기한도 길고 제품도 파손없이 잘 받았습니다,100
2,2021-05-13,"30개 중 6개가 이런 식으로 팽창(or파손)된 상태로 왔네요.
가격, 배송속도 맘에 들지만 이런 상품이 온다면, 해당상품 구매 혹은 롯데온 사용에 거부감이 들 수 밖에 없겠네요.
제로콜라가 필요해서 구매한 만큼 나머지는 24개는 그냥 마시고 사진상 6개에 대해서는 교환하고 싶습니다. (규정상 일부만 교환이 어렵다면 말씀주세요)",30개 중 6개가 이런 식으로 팽창or파손된 상태로 왔네요 가격 배송속도 맘에 들지만 이런 상품이 온다면 해당상품 구매 혹은 롯데온 사용에 거부감이 들 수 밖에 없겠네요 제로콜라가 필요해서 구매한 만큼 나머지는 24개는 그냥 마시고 사진상 6개에 대해서는 교환하고 싶습니다 규정상 일부만 교환이 어렵다면 말씀주세요,5,Spring,30개 중 6개가 이런 식으로 팽창or파손된 상태로 왔네요 가격 배송속도 맘에 들지만 이런 상품이 온다면 해당상품 구매 혹은 롯데온 사용에 거부감이 들 수 밖에 없겠네요 제로콜라가 필요해서 구매한 만큼 나머지는 24개는 그냥 마시고 사진상 6개에 대해서는 교환하고 싶습니다 규정상 일부만 교환이 어렵다면 말씀주세요,175
5,2021-03-04,만족합니다 많이 파세요,만족합니다 많이 파세요,3,Spring,만족합니다 많이 파세요,12
5,2022-05-01,주문후 배송도 빠르고 유효기간 상태도 넉넉해서 좋네요. 옆부분도 터지지 않게 테이프로 포장해주셔서 터져 서 제품이 엉망인 부분이 없어 좋아요.,주문후 배송도 빠르고 유효기간 상태도 넉넉해서 좋네요 옆부분도 터지지 않게 테이프로 포장해주셔서 터져 서 제품이 엉망인 부분이 없어 좋아요,5,Spring,주문후 배송도 빠르고 유효기간 상태도 넉넉해서 좋네요 옆부분도 터지지 않게 테이프로 포장해주셔서 터져 서 제품이 엉망인 부분이 없어 좋아요,77
5,2022-02-24,이벤트 할때 마다 구매합니다 사무실 집 나눠서 많이 사고 있어요 요즘 콜라는 제로가 대세인듯요 일반 콜라보단 칼로리 부담없고 맛도 좋고 코카콜라 만한게 없습니다 다음 이벤트에 또구매하려고요,이벤트 할때 마다 구매합니다 사무실 집 나눠서 많이 사고 있어요 요즘 콜라는 제로가 대세인듯요 일반 콜라보단 칼로리 부담없고 맛도 좋고 코카콜라 만한게 없습니다 다음 이벤트에 또구매하려고요,2,Winter,이벤트 할때 마다 구매합니다 사무실 집 나눠서 많이 사고 있어요 요즘 콜라는 제로가 대세인듯요 일반 콜라보단 칼로리 부담없고 맛도 좋고 코카콜라 만한게 없습니다 다음 이벤트에 또구매하려고요,105
5,2022-02-20,늘 먹어요 사실 펩시랑 코카콜라랑 차이점을 몰라서 그때그때 다른거 샀는데 갯수 계산 잘못해서 두 브랜드가 같이 온 적 있었어요 근데 둘을 비교해서 먹으니 다르더라고요! 맛있게 항상 잘 먹고 있습니다,늘 먹어요 사실 펩시랑 코카콜라랑 차이점을 몰라서 그때그때 다른거 샀는데 갯수 계산 잘못해서 두 브랜드가 같이 온 적 있었어요 근데 둘을 비교해서 먹으니 다르더라고요 맛있게 항상 잘 먹고 있습니다,2,Winter,늘 먹어요 사실 펩시랑 코카콜라랑 차이점을 몰라서 그때그때 다른거 샀는데 갯수 계산 잘못해서 두 브랜드가 같이 온 적 있었어요 근데 둘을 비교해서 먹으니 다르더라고요 맛있게 항상 잘 먹고 있습니다,109
5,2022-01-01,추운 겨울이라서 캔 몇개는 터져서 난리아닌 난리가 났던것 같습니다… 흠…,추운 겨울이라서 캔 몇개는 터져서 난리아닌 난리가 났던것 같습니다 흠,1,Winter,추운 겨울이라서 캔 몇개는 터져서 난리아닌 난리가 났던것 같습니다 흠,38
1,2021-12-27,한박스에서 3개나 얼어서 부풀었네요. 제품 보관을 어디에 했길래 이렇게 캔이 얼어서 터지기 직전일까요? 같같은 택배로 온 다른 미닛메이드는 멀쩡한데 말이죠. 배송문제는 아닌거 같고 제품 발송할때 문제 아닌가 싶네요.,한박스에서 3개나 얼어서 부풀었네요 제품 보관을 어디에 했길래 이렇게 캔이 얼어서 터지기 직전일까요 같같은 택배로 온 다른 미닛메이드는 멀쩡한데 말이죠 배송문제는 아닌거 같고 제품 발송할때 문제 아닌가 싶네요,12,Winter,한박스에서 3개나 얼어서 부풀었네요 제품 보관을 어디에 했길래 이렇게 캔이 얼어서 터지기 직전일까요 같같은 택배로 온 다른 미닛메이드는 멀쩡한데 말이죠 배송문제는 아닌거 같고 제품 발송할때 문제 아닌가 싶네요,116
5,2021-11-04,"역시 콜라는 제로콜라!
계속먹다가 다른거갈아탔다가 다시왔네요
제로콜라 저렴하게 잘샀어요!
많이파세용^^",역시 콜라는 제로콜라 계속먹다가 다른거갈아탔다가 다시왔네요 제로콜라 저렴하게 잘샀어요 많이파세용,11,Fall,역시 콜라는 제로콜라 계속먹다가 다른거갈아탔다가 다시왔네요 제로콜라 저렴하게 잘샀어요 많이파세용,53
1,2021-09-08,"배송은 빠른데 30개중에 반은 다 조금씩 찌그러져왔어요..
반품하려다가 참고 마셔요..
이런상품은 재구매하고싶지않네요
찌그러져서 싸게 판매하시는건지...??...
종이받침대에 비닐이라... 포장에 신경쓰셔야할꺼같아요...",배송은 빠른데 30개중에 반은 다 조금씩 찌그러져왔어요 반품하려다가 참고 마셔요 이런상품은 재구매하고싶지않네요 찌그러져서 싸게 판매하시는건지 종이받침대에 비닐이라 포장에 신경쓰셔야할꺼같아요,9,Fall,배송은 빠른데 30개중에 반은 다 조금씩 찌그러져왔어요 반품하려다가 참고 마셔요 이런상품은 재구매하고싶지않네요 찌그러져서 싸게 판매하시는건지 종이받침대에 비닐이라 포장에 신경쓰셔야할꺼같아요,105
5,2021-09-07,"근처 마트에는 190미리 제로콜라를 팔지 않아서 구매했어요.
한캔 따서 원샷하면 세상 시원하죠.
주문일포함 2일만에 배송되어 만족합니다.
유통기한도 2023년 6월까지로 여유롭네요.
유통기한과 별개로 3달이면 다 먹을테니 또 주문할게요!",근처 마트에는 190미리 제로콜라를 팔지 않아서 구매했어요 한캔 따서 원샷하면 세상 시원하죠 주문일포함 2일만에 배송되어 만족합니다 유통기한도 2023년 6월까지로 여유롭네요 유통기한과 별개로 3달이면 다 먹을테니 또 주문할게요,9,Fall,근처 마트에는 190미리 제로콜라를 팔지 않아서 구매했어요 한캔 따서 원샷하면 세상 시원하죠 주문일포함 2일만에 배송되어 만족합니다 유통기한도 2023년 6월까지로 여유롭네요 유통기한과 별개로 3달이면 다 먹을테니 또 주문할게요,127
3,2021-08-05,"이게 뭔가요..여태 여러곳에서 수도없이 콜라 시켜봐ㅆ는데 이렇게 온건 처음이에요ㅜㅠ거진 절반이 저래요.
별로 안심한건 안찍었네요..
콜라 따는 순간 엄청 새나올까봐 걱정이네요..
거참..",이게 뭔가요여태 여러곳에서 수도없이 콜라 시켜봐는데 이렇게 온건 처음이에요거진 절반이 저래요 별로 안심한건 안찍었네요 콜라 따는 순간 엄청 새나올까봐 걱정이네요 거참,8,Summer,이게 뭔가요여태 여러곳에서 수도없이 콜라 시켜봐는데 이렇게 온건 처음이에요거진 절반이 저래요 별로 안심한건 안찍었네요 콜라 따는 순간 엄청 새나올까봐 걱정이네요 거참,92
2,2021-07-29,"중간에 빠뜨렸는지 먹었는지는 모르나 한 캔이 없었고 교환, 환불하기 번거로워서 한 캔 쯤이야 하고 옮겨담다보니까 상자는 밑에 보다시피 다 *어있었고 또 다른 한 캔은 터졌는지 빈 캔이였네요 그래서 총 두 캔이 없었고 30캔 중 28캔만 받았어요. 이번엔 그냥 넘머갑니다만 앞으로 신경좀 써주세요",중간에 빠뜨렸는지 먹었는지는 모르나 한 캔이 없었고 교환 환불하기 번거로워서 한 캔 쯤이야 하고 옮겨담다보니까 상자는 밑에 보다시피 다 어있었고 또 다른 한 캔은 터졌는지 빈 캔이였네요 그래서 총 두 캔이 없었고 30캔 중 28캔만 받았어요 이번엔 그냥 넘머갑니다만 앞으로 신경좀 써주세요,7,Summer,중간에 빠뜨렸는지 먹었는지는 모르나 한 캔이 없었고 교환 환불하기 번거로워서 한 캔 쯤이야 하고 옮겨담다보니까 상자는 밑에 보다시피 다 어있었고 또 다른 한 캔은 터졌는지 빈 캔이였네요 그래서 총 두 캔이 없었고 30캔 중 28캔만 받았어요 이번엔 그냥 넘머갑니다만 앞으로 신경좀 써주세요,161
5,2021-07-09,"저렴하게 판매하여 구매하였습니다.
배송은 일반적인 익일보단 늦었으나, 개의치 않아 문제가 되진 않았고 사진처럼 일반적인 음료 포장으로 도착했습니다.
맛은... 제로 콜라다보니 심심해서 저는 안마시고 와이프가 주로 마십니다.
다음에도 저렴하게 판매했으면 좋겠네요.",저렴하게 판매하여 구매하였습니다 배송은 일반적인 익일보단 늦었으나 개의치 않아 문제가 되진 않았고 사진처럼 일반적인 음료 포장으로 도착했습니다 맛은 제로 콜라다보니 심심해서 저는 안마시고 와이프가 주로 마십니다 다음에도 저렴하게 판매했으면 좋겠네요,7,Summer,저렴하게 판매하여 구매하였습니다 배송은 일반적인 익일보단 늦었으나 개의치 않아 문제가 되진 않았고 사진처럼 일반적인 음료 포장으로 도착했습니다 맛은 제로 콜라다보니 심심해서 저는 안마시고 와이프가 주로 마십니다 다음에도 저렴하게 판매했으면 좋겠네요,138
2,2021-07-09,캔 하나가 터져서 왔네요. 박스는 다 *었구요..,캔 하나가 터져서 왔네요 박스는 다 었구요,7,Summer,캔 하나가 터져서 왔네요 박스는 다 었구요,23
5,2021-03-18,"언제나 먹는 제품이어서 굳이 설명은 필요 없을 듯 합니다.
그런데 이번 제품은 탄산이 많이 약한 느낌 입니다. 왜 그런지? 배송시 약간의 문제는 있었지만 판매자님께서 잘 대응해 주셔서 좋았습니다.",언제나 먹는 제품이어서 굳이 설명은 필요 없을 듯 합니다 그런데 이번 제품은 탄산이 많이 약한 느낌 입니다 왜 그런지 배송시 약간의 문제는 있었지만 판매자님께서 잘 대응해 주셔서 좋았습니다,3,Spring,언제나 먹는 제품이어서 굳이 설명은 필요 없을 듯 합니다 그런데 이번 제품은 탄산이 많이 약한 느낌 입니다 왜 그런지 배송시 약간의 문제는 있었지만 판매자님께서 잘 대응해 주셔서 좋았습니다,105
5,2021-03-10,"집에 제로콜라 귀신이 삽니다!
그 귀신은 제로콜라를 시도 때도 없이 마십니다.
공부할때 마신다하니 안살 수도 없고
최저가와 근접한 가격이 뜨면 바로 결제합니다
이 사이즈가 마시기 딱 좋아요
진짜 제로 맞겠죠???ㅎㅎ
나랑*사이*와 번갈아 쟁여 둡니다!
빠른배송 좋아요",집에 제로콜라 귀신이 삽니다 그 귀신은 제로콜라를 시도 때도 없이 마십니다 공부할때 마신다하니 안살 수도 없고 최저가와 근접한 가격이 뜨면 바로 결제합니다 이 사이즈가 마시기 딱 좋아요 진짜 제로 맞겠죠 나랑사이와 번갈아 쟁여 둡니다 빠른배송 좋아요,3,Spring,집에 제로콜라 귀신이 삽니다 그 귀신은 제로콜라를 시도 때도 없이 마십니다 공부할때 마신다하니 안살 수도 없고 최저가와 근접한 가격이 뜨면 바로 결제합니다 이 사이즈가 마시기 딱 좋아요 진짜 제로 맞겠죠 나랑사이와 번갈아 쟁여 둡니다 빠른배송 좋아요,139
5,2021-04-01,빠른배송 잘 받았어요..코크제로~착한가격으로 구매해서 좋았고요..혜택이 많아서 좋습니다..처음으로 롯데ON에서 구매했지만 많은 혜택과 가성비도 최고네요..친구에게도 추천도 하고 코크제로 재구매 하려고 합니다..감사드려요..,빠른배송 잘 받았어요코크제로착한가격으로 구매해서 좋았고요혜택이 많아서 좋습니다처음으로 롯데ON에서 구매했지만 많은 혜택과 가성비도 최고네요친구에게도 추천도 하고 코크제로 재구매 하려고 합니다감사드려요,4,Spring,빠른배송 잘 받았어요코크제로착한가격으로 구매해서 좋았고요혜택이 많아서 좋습니다처음으로 롯데ON에서 구매했지만 많은 혜택과 가성비도 최고네요친구에게도 추천도 하고 코크제로 재구매 하려고 합니다감사드려요,111
5,2021-03-31,"와이프와 아들이 콜라를 너무 좋아해서 (사실 저도 좋아합니다 하지만 ..)
샀습니다.김이 빠진다고 1.5리터는 싫어합니다.
너무 좋은 가격에 주셔서 잘 먹겠습니다.
떨어지면 또 사야할텐데..콜라값은 오르고..너무 힘이 드네요.
콜라값안오르는 세상에서 살고 싶어요",와이프와 아들이 콜라를 너무 좋아해서 사실 저도 좋아합니다 하지만 샀습니다김이 빠진다고 15리터는 싫어합니다 너무 좋은 가격에 주셔서 잘 먹겠습니다 떨어지면 또 사야할텐데콜라값은 오르고너무 힘이 드네요 콜라값안오르는 세상에서 살고 싶어요,3,Spring,와이프와 아들이 콜라를 너무 좋아해서 사실 저도 좋아합니다 하지만 샀습니다김이 빠진다고 15리터는 싫어합니다 너무 좋은 가격에 주셔서 잘 먹겠습니다 떨어지면 또 사야할텐데콜라값은 오르고너무 힘이 드네요 콜라값안오르는 세상에서 살고 싶어요,132
4,2022-08-24,"안타깝게도 캔 한개가 격하게 찌그러져있어서 따서 마시려니까;;입구부분이 찌그러져서 겨우..칼로 막혀있는부분 눌러서 컵에 따라 마셨어여 ㅠㅜ
담부터는 위에도 종이 박스 같은걸로 좀 박아서 찌그러짐 방지좀 부탁드려요",안타깝게도 캔 한개가 격하게 찌그러져있어서 따서 마시려니까입구부분이 찌그러져서 겨우칼로 막혀있는부분 눌러서 컵에 따라 마셨어여 담부터는 위에도 종이 박스 같은걸로 좀 박아서 찌그러짐 방지좀 부탁드려요,8,Summer,안타깝게도 캔 한개가 격하게 찌그러져있어서 따서 마시려니까입구부분이 찌그러져서 겨우칼로 막혀있는부분 눌러서 컵에 따라 마셨어여 담부터는 위에도 종이 박스 같은걸로 좀 박아서 찌그러짐 방지좀 부탁드려요,111
5,2021-06-28,콜라 좋아하는 남편을 위해 샀어요 한 캔 따면 다 마셔야하는데 아무래도 캔이 작으면 조금 덜 마시게 되는거 같아서ㅎ 맛은 일반 콜라랑 엄청 차이나진 않아요 다만 따놓고 시간이 좀 지나서 마시면 일반콜라랑 비교했을때 뭔가 더 맛이 없어지는? 그래도 작은캔이라 따놓고 오래두고 마시진 않으니 요정도는 뭐ㅎ,콜라 좋아하는 남편을 위해 샀어요 한 캔 따면 다 마셔야하는데 아무래도 캔이 작으면 조금 덜 마시게 되는거 같아서 맛은 일반 콜라랑 엄청 차이나진 않아요 다만 따놓고 시간이 좀 지나서 마시면 일반콜라랑 비교했을때 뭔가 더 맛이 없어지는 그래도 작은캔이라 따놓고 오래두고 마시진 않으니 요정도는 뭐,6,Summer,콜라 좋아하는 남편을 위해 샀어요 한 캔 따면 다 마셔야하는데 아무래도 캔이 작으면 조금 덜 마시게 되는거 같아서 맛은 일반 콜라랑 엄청 차이나진 않아요 다만 따놓고 시간이 좀 지나서 마시면 일반콜라랑 비교했을때 뭔가 더 맛이 없어지는 그래도 작은캔이라 따놓고 오래두고 마시진 않으니 요정도는 뭐,165
4,2021-06-18,용량이 작고 제로콜라라 가끔 아이들 마시라고 구매했습니다. 치킨 고기먹을때 엄마아빠만 콜라마시는게 안스러워 제로콜라 구매했는데 콜라 마실 수 있다고 좋아하네요. 그럼 된거죠 뭐...,용량이 작고 제로콜라라 가끔 아이들 마시라고 구매했습니다 치킨 고기먹을때 엄마아빠만 콜라마시는게 안스러워 제로콜라 구매했는데 콜라 마실 수 있다고 좋아하네요 그럼 된거죠 뭐,6,Summer,용량이 작고 제로콜라라 가끔 아이들 마시라고 구매했습니다 치킨 고기먹을때 엄마아빠만 콜라마시는게 안스러워 제로콜라 구매했는데 콜라 마실 수 있다고 좋아하네요 그럼 된거죠 뭐,96
5,2021-06-09,세일할때 쟁여두고 먹어요,세일할때 쟁여두고 먹어요,6,Summer,세일할때 쟁여두고 먹어요,13
5,2021-05-29,할인쿠폰 받아서 저렴하게 구입하고 터진거 없이 잘 배송 받았습나다. 한번에 먹기 딱 좋은 사이즈에요. 맛도 일반 콜라와 별다른게 없어 만족합니다.,할인쿠폰 받아서 저렴하게 구입하고 터진거 없이 잘 배송 받았습나다 한번에 먹기 딱 좋은 사이즈에요 맛도 일반 콜라와 별다른게 없어 만족합니다,5,Spring,할인쿠폰 받아서 저렴하게 구입하고 터진거 없이 잘 배송 받았습나다 한번에 먹기 딱 좋은 사이즈에요 맛도 일반 콜라와 별다른게 없어 만족합니다,78
5,2021-05-20,착한가격 한번에 마시기 좋은 용량 만족합니다,착한가격 한번에 마시기 좋은 용량 만족합니다,5,Spring,착한가격 한번에 마시기 좋은 용량 만족합니다,24
4,2021-05-08,"저렴하게 구입했어요:)
매달 콜라를 한박스씩 사서 먹고 있는데
최근에 펩X 제로가 나와서 먹었는데
입맛에 별로 안 맞더라고요
다시 돌아왔습니다:)
판매자님 출고는 빨랐는데 저희 동네 영업점에서 지체된 감이
있고요, 잘먹고 있습니다.",저렴하게 구입했어요 매달 콜라를 한박스씩 사서 먹고 있는데 최근에 펩X 제로가 나와서 먹었는데 입맛에 별로 안 맞더라고요 다시 돌아왔습니다 판매자님 출고는 빨랐는데 저희 동네 영업점에서 지체된 감이 있고요 잘먹고 있습니다,5,Spring,저렴하게 구입했어요 매달 콜라를 한박스씩 사서 먹고 있는데 최근에 펩X 제로가 나와서 먹었는데 입맛에 별로 안 맞더라고요 다시 돌아왔습니다 판매자님 출고는 빨랐는데 저희 동네 영업점에서 지체된 감이 있고요 잘먹고 있습니다,123
4,2021-05-07,사이즈가 넘 작아서 탄산음료를 많이 마시지 않게 되지만 한 두모금이 부족하게 느껴지네요,사이즈가 넘 작아서 탄산음료를 많이 마시지 않게 되지만 한 두모금이 부족하게 느껴지네요,5,Spring,사이즈가 넘 작아서 탄산음료를 많이 마시지 않게 되지만 한 두모금이 부족하게 느껴지네요,48
5,2020-12-27,제로라 부담없이 딱이예요,제로라 부담없이 딱이예요,12,Winter,제로라 부담없이 딱이예요,13
5,2023-07-19,먹기 편하고 빠른 배송 너무 좋네요,먹기 편하고 빠른 배송 너무 좋네요,7,Summer,먹기 편하고 빠른 배송 너무 좋네요,19
5,2023-04-25,"빠른배송 감사합니다 ^^
제로콜라 좋아요~",빠른배송 감사합니다 제로콜라 좋아요,4,Spring,빠른배송 감사합니다 제로콜라 좋아요,19
5,2023-01-17,"새집으로 이사와서 냉장고가 커서 2묶음을 시켰네요
자주 먹는 제로콜라 말해서 머하나요ㅎㅎ
칼로리부담없이 마시는",새집으로 이사와서 냉장고가 커서 2묶음을 시켰네요 자주 먹는 제로콜라 말해서 머하나요 칼로리부담없이 마시는,1,Winter,새집으로 이사와서 냉장고가 커서 2묶음을 시켰네요 자주 먹는 제로콜라 말해서 머하나요 칼로리부담없이 마시는,59
5,2022-10-06,"콜라는 항상 롯데온에서 주문합니다. 제 찜 상품이에요 캬캬
배송도 빠르고 담당기사님이 언제나 친절하세요
2박스 시켜서 정리함에 옮겨담는 과정 전에 지저분한 사진이 찍혔습니다ㅠ 예전에 있었던 컵 증정 이벤트 등 가끔 하셨으면 좋겠어용",콜라는 항상 롯데온에서 주문합니다 제 찜 상품이에요 캬캬 배송도 빠르고 담당기사님이 언제나 친절하세요 2박스 시켜서 정리함에 옮겨담는 과정 전에 지저분한 사진이 찍혔습니다 예전에 있었던 컵 증정 이벤트 등 가끔 하셨으면 좋겠어용,10,Fall,콜라는 항상 롯데온에서 주문합니다 제 찜 상품이에요 캬캬 배송도 빠르고 담당기사님이 언제나 친절하세요 2박스 시켜서 정리함에 옮겨담는 과정 전에 지저분한 사진이 찍혔습니다 예전에 있었던 컵 증정 이벤트 등 가끔 하셨으면 좋겠어용,127
5,2022-09-23,제로코카콜라 항상 재구매하는 제품입니다,제로코카콜라 항상 재구매하는 제품입니다,9,Fall,제로코카콜라 항상 재구매하는 제품입니다,21
5,2022-09-17,사이즈 작아서 넘넘 조아요,사이즈 작아서 넘넘 조아요,9,Fall,사이즈 작아서 넘넘 조아요,14
1,2022-09-17,던져도 너무 던지시네요 ᆢ9개 이상이 찌그러져서 오는 경우는 처음입니다 ᆢ,던져도 너무 던지시네요 9개 이상이 찌그러져서 오는 경우는 처음입니다,9,Fall,던져도 너무 던지시네요 9개 이상이 찌그러져서 오는 경우는 처음입니다,38
3,2022-07-23,제로가 아닌줄 알고 구매했어요,제로가 아닌줄 알고 구매했어요,7,Summer,제로가 아닌줄 알고 구매했어요,16
5,2022-07-20,제로콜라 우리집 필수템,제로콜라 우리집 필수템,7,Summer,제로콜라 우리집 필수템,12
4,2022-06-11,"날이 더우니 탄산음료를 자주 찾게 되네요.
칼로리부담없는 코카콜라제로 190ml 한번에 마시기 딱인 용량입니다.
2박스 주문했는데 따로 배송되고 추가 포장없이 상품에 송장붙여서 배송 되었어요.
다행히 파손이나 찌그러짐없이 배송 되었어요.가격은 할인해서 최저가로 샀어요.",날이 더우니 탄산음료를 자주 찾게 되네요 칼로리부담없는 코카콜라제로 190ml 한번에 마시기 딱인 용량입니다 2박스 주문했는데 따로 배송되고 추가 포장없이 상품에 송장붙여서 배송 되었어요 다행히 파손이나 찌그러짐없이 배송 되었어요가격은 할인해서 최저가로 샀어요,6,Summer,날이 더우니 탄산음료를 자주 찾게 되네요 칼로리부담없는 코카콜라제로 190ml 한번에 마시기 딱인 용량입니다 2박스 주문했는데 따로 배송되고 추가 포장없이 상품에 송장붙여서 배송 되었어요 다행히 파손이나 찌그러짐없이 배송 되었어요가격은 할인해서 최저가로 샀어요,145
5,2022-04-27,두번째 구입인데 저번보다 저렴하게 샀어요. 가족 모두 맛있게 잘 먹고 있습니다~^^,두번째 구입인데 저번보다 저렴하게 샀어요 가족 모두 맛있게 잘 먹고 있습니다,4,Spring,두번째 구입인데 저번보다 저렴하게 샀어요 가족 모두 맛있게 잘 먹고 있습니다,42
5,2022-04-01,"제로콜라, 한번에 마시기좋은 양~
배송도 빠르고 좋아요",제로콜라 한번에 마시기좋은 양 배송도 빠르고 좋아요,4,Spring,제로콜라 한번에 마시기좋은 양 배송도 빠르고 좋아요,28
2,2022-03-30,"콜라 1개가 빠져서 왔어요 ㅜㅜ 1개라서..
이러지도 저러지도 못하내요
빠질라면 왕창 빠지지....

가성비로 구매하는건데.. 이럼..나가린데
다음에 구매할때 1개더 주세요 !!!!",콜라 1개가 빠져서 왔어요 1개라서 이러지도 저러지도 못하내요 빠질라면 왕창 빠지지 가성비로 구매하는건데 이럼나가린데 다음에 구매할때 1개더 주세요,3,Spring,콜라 1개가 빠져서 왔어요 1개라서 이러지도 저러지도 못하내요 빠질라면 왕창 빠지지 가성비로 구매하는건데 이럼나가린데 다음에 구매할때 1개더 주세요,82
5,2022-03-14,"제로콜라..요즘 당분뺀 제로..완전 같은 느낌~
이제 저희는 제로만 먹어요",제로콜라요즘 당분뺀 제로완전 같은 느낌 이제 저희는 제로만 먹어요,3,Spring,제로콜라요즘 당분뺀 제로완전 같은 느낌 이제 저희는 제로만 먹어요,36
